message_id	message_text
ID-CTX-B-1217	Eh, ternyata ada sepasang lagi di tas.
ID-CTX-B-2471	Kaos kaki abu kemarin belum kering semua.
ID-CTX-B-2472	Lupa bilang, yang sebelah masih lembap.
ID-CTX-B-2473	Sudah kamu pisah dari yang bersih?
ID-CTX-B-2474	Iya, jangan sampai tercampur 😭
ID-CTX-B-2475	Taruh di jemuran kecil lagi.
ID-CTX-B-2476	Aku gantung dekat jendela, nggak kena hujan.
ID-CTX-B-2477	Oh, talinya masih ada di situ.
ID-CTX-B-2478	Nanti kalau kering baru kulipat.
ID-CTX-B-2479	Aku tinggal dulu, masih ada urusan lain.
ID-CTX-B-2667	Sampo sachet yang kecil ada di tempatmu?
ID-CTX-B-2668	Nggak kubawa. Coba lihat rak kamar mandi.
ID-CTX-B-2669	Rak atas kosong.
ID-CTX-B-2670	Aku cari yang jatuh di belakang botol.
ID-CTX-B-2671	Oh, ada satu belum dibuka.
ID-CTX-B-2672	Iya, yang itu. Jangan ambil kemasan bekas.
