message_id	message_text
ID-CTX-B-1559	Buku yang mana? Jangan sampai hilang lagi.
ID-CTX-B-1560	Yang sampul hijau. Aku selipkan kemarin.
ID-CTX-B-1561	Sudah bisa lanjut nulis?
ID-CTX-B-1562	Bisa. Satu baris tadi kelar.
ID-CTX-B-1563	Oke, simpan kembali di tempat yang kelihatan.
ID-CTX-B-1541	Plester kecil masih ada di kotak obat?
ID-CTX-B-1542	Kayaknya di bagian kiri.
ID-CTX-B-1543	Aku lihat dulu, tumitku kegesek sepatu.
ID-CTX-B-1544	Ketemu. Masih ada dua.
ID-CTX-B-1545	Aku ambil satu saja.
ID-CTX-B-1546	Sepatunya jangan dipakai dulu kalau bikin perih.
ID-CTX-B-1547	Iya. Aku ganti sandal.
ID-CTX-B-1548	Plesternya sudah kutempel, aman.
ID-CTX-B-1549	Oke. Sepatunya nanti saja.
ID-CTX-B-1606	Handuk kecil yang di gantungan basah ya?
ID-CTX-B-1607	Iya, tadi kupakai habis cuci tangan.
ID-CTX-B-1608	Aku kira tetesan dari atap.
ID-CTX-B-1609	Nggak, gantungannya dekat wastafel.
ID-CTX-B-1610	Oalah. Aku mau pakai buat lap gelas.
ID-CTX-B-1611	Pakai kain bersih yang sebelahnya.
ID-CTX-B-1612	Yang garis biru itu?
ID-CTX-B-1613	Iya, masih kering.
ID-CTX-B-1614	Sudah. Gelasnya nggak licin lagi.
ID-CTX-B-1615	Sip, jangan taruh dekat tepi.
ID-CTX-B-1616	Kainnya kugantung lagi setelah selesai.
ID-CTX-B-1408	Sandal yang kiri malah nggak ketemu.
ID-CTX-B-1409	Tadi ada dekat kursi.
ID-CTX-B-1410	Oh, ketutup tas kain.
ID-CTX-B-1411	Sebentar, kuangkat dulu tasnya.
ID-CTX-B-1412	Iya, itu sandal pasangannya.
ID-CTX-B-1413	Jangan pakai yang beda ukuran lagi.
ID-CTX-B-1414	Bukan salahku, dua pasang warnanya sama.
ID-CTX-B-1415	Sekarang sudah lengkap, tenang.
ID-CTX-B-1416	Oke. Tasnya jangan di atas sandal.
ID-CTX-B-1473	Karet rambutku ada di laci yang kamu buka tadi?
ID-CTX-B-1474	Aku lihat satu warna hitam.
ID-CTX-B-1475	Yang itu. Kukira jatuh di luar.
ID-CTX-B-1476	Terselip di bawah kertas.
ID-CTX-B-1477	Aku ambil sebentar ya.
ID-CTX-B-1478	Ambil saja, memang punyamu.
ID-CTX-B-1479	Oh, ternyata ada satu lagi di saku.
ID-CTX-B-1480	Dari tadi kucari yang di laci 😅
ID-CTX-B-1481	Sekarang kamu punya dua.
ID-CTX-B-1482	Yang di laci kutinggal, buat cadangan.
ID-CTX-B-1483	Nanti jangan lupa di situ lagi.
