message_id	message_text
ID-CTX-B-2881	Aku balas dulu.
ID-CTX-B-2882	Iya, santai aja.
ID-CTX-B-2883	Sebentar, jawabannya belum terkirim.
ID-CTX-B-2884	Sudah. Ternyata mereka cuma tanya kabar.
ID-CTX-B-2885	Soal gula tadi, simpan di tempat kering ya.
ID-CTX-B-0882	Aku ambil serbet yang di samping piring.
ID-CTX-B-0883	Itu habis dipakai lap meja, agak basah.
ID-CTX-B-0884	Oh, aku cuma mau tutup mangkuk sebentar.
ID-CTX-B-0885	Kalau begitu cari yang bersih di laci.
ID-CTX-B-0886	Yang bermotif kotak-kotak?
ID-CTX-B-0887	Nah, itu yang bersih.
ID-CTX-B-0888	Ketemu. Masih bersih.
ID-CTX-B-0889	Kutaruh di atas mangkuk, bukan kena makanan.
ID-CTX-B-0890	Oke, nanti jangan lupa angkat.
ID-CTX-B-0891	Aku pergi sebentar, mangkuknya tetap di meja.
ID-CTX-B-0892	Eh, semut mulai datang dari sisi jendela.
ID-CTX-B-0893	Pindahkan mangkuknya ke rak dulu.
ID-CTX-B-1115	Kaus kaki hitam cadangan masih ada?
ID-CTX-B-1116	Kayaknya sepasang di tas kecil.
ID-CTX-B-1117	Aku cari. Yang di rak sudah basah.
ID-CTX-B-1118	Tas kecilnya di belakang kursi.
ID-CTX-B-1119	Ada, tapi yang satu beda warna.
ID-CTX-B-1120	Coba lihat lipatan di bawahnya.
ID-CTX-B-1121	Nah, ini pasangannya.
ID-CTX-B-1122	Aku ambil yang hitam dulu.
ID-CTX-B-1123	Sisanya jangan berantakan ya.
ID-CTX-B-1124	Sudah kututup tasnya.
ID-CTX-B-1125	Oh, kaus kaki yang basah tadi harus dijemur lagi.
ID-CTX-B-0680	Boleh bawa payung lipat di dekat pintu?
ID-CTX-B-0681	Boleh. Langitnya mulai gelap ya?
ID-CTX-B-0682	Iya, cuma mau ke ujung jalan.
ID-CTX-B-0683	Nanti kubalikin kalau sudah pulang.
ID-CTX-B-0684	Sarungnya bawa juga, jangan hilang.
ID-CTX-B-0685	Ada di tas. Sudah kucek.
ID-CTX-B-0686	Oh, hujannya belum turun ternyata.
ID-CTX-B-0687	Aku sudah balik, payungnya masih kering.
ID-CTX-B-0688	Taruh saja di dekat pintu lagi.
ID-CTX-B-0689	Aku lanjut keluar lagi sebentar.
ID-CTX-B-0690	Eh, anginnya kencang sekarang.
ID-CTX-B-0691	Bawa payung itu lagi kalau perlu.
ID-CTX-B-0692	Iya, kali ini mungkin kepakai.
