message_id	message_text
ID-CTX-B-3040	Map bening yang untuk kertas kosong ada di kamu?
ID-CTX-B-3041	Nggak. Aku terakhir lihat dekat printer.
ID-CTX-B-3042	Yang itu ternyata sampul plastik lain.
ID-CTX-B-3043	Aku cek di bawah tumpukan buku.
ID-CTX-B-3044	Ada ujung transparan, tapi susah ditarik.
ID-CTX-B-3045	Angkat bukunya dulu supaya nggak sobek.
ID-CTX-B-3046	Iya, ini dia. Ujungnya sedikit tertekuk.
ID-CTX-B-3047	Masih bisa buat simpan kertas.
ID-DST-0682	Aku nemu playlist lama yang kubuat pas hujan-hujanan.
ID-DST-0683	Judulnya apa?
ID-DST-0684	'Jangan lupa jemuran'. Aku serius kasih nama itu 😂
ID-DST-0685	Isinya malah lagu yang cepat semua.
ID-DST-0686	Jemuranmu mungkin jadi cepat kering.
ID-DST-0687	Kalau musik bisa begitu, enak banget.
ID-DST-0688	Hampir kukirim tangkapan layarnya ke grup.
ID-DST-0689	Kenapa nggak jadi?
ID-DST-0690	Ada nama panggilan lama yang memalukan.
ID-DST-0691	Aku ganti dulu sebelum orang lihat.
ID-DST-0692	Simpan judul playlistnya, lucu itu.
ID-DST-0693	Wkwk iya, judulnya tetap.
ID-CTX-B-2818	Botol air di mobilmu yang kecil boleh kuambil?
ID-CTX-B-2819	Yang tutup putih? Ambil saja.
ID-CTX-B-2820	Aku haus, punyaku tinggal sedikit.
ID-CTX-B-2821	Nanti kubelikan pengganti.
ID-CTX-B-2822	Eh, ada telepon. Kututup botolnya dulu.
ID-CTX-B-2823	Aku lanjut minum habis ini.
ID-CTX-B-2824	Oke. Jangan taruh di jok.
ID-CTX-B-2825	Iya, masih kupegang.
ID-CTX-B-2826	Sudah. Botol kosongnya kubawa keluar.
ID-CTX-B-2827	Tadi kamu bilang mau beli pengganti?
ID-CTX-B-2828	Iya, nanti pas lewat minimarket.
ID-CTX-B-3217	Serbet di meja ada ujung yang lepas jahitannya.
ID-CTX-B-3218	Panjang robeknya seberapa?
ID-CTX-B-3219	Sedikit. Tapi benangnya menjuntai.
ID-CTX-B-3220	Kalau ditarik bisa makin panjang.
ID-CTX-B-3221	Jangan ditarik. Lipat dulu sisinya.
ID-CTX-B-3222	Oke. Aku simpan, jangan dipakai lap.
ID-CTX-B-3223	Ada serbet lain yang utuh?
ID-CTX-B-3224	Ada yang abu di belakang toples.
ID-CTX-B-3225	Pakai itu saja sementara.
ID-CTX-B-3226	Yang robek nanti Dini mungkin bisa jahit.
ID-CTX-B-3227	Aku tanya dia kalau sudah senggang.
ID-CTX-B-2886	Sendok teh yang biasa kamu pakai kelihatan?
ID-CTX-B-2887	Nggak. Terakhir ada dekat cangkir.
ID-CTX-B-2888	Aku mau aduk minum, yang lain besar semua.
ID-CTX-B-2889	Aku lihat di rak bawah.
ID-CTX-B-2890	Satu ada, tapi itu ujungnya bengkok.
ID-CTX-B-2891	Cek dekat talenan, mungkin habis dipakai.
ID-CTX-B-2892	Iya, ada di baliknya.
ID-CTX-B-2893	Ternyata talenan menutupi sendok.
ID-CTX-B-2894	Aku cuci dulu sebelum pakai.
ID-CTX-B-2895	Kamu nggak perlu cari lama-lama ternyata.
ID-CTX-B-2896	Jangan ketawa, tadi aku lihat rak dua kali 😅
ID-CTX-B-2897	Sudah bersih. Minumnya jadi kubuat.
ID-CTX-B-2898	Eh, sendok yang bengkok tadi punya siapa?
ID-CTX-B-2899	Kurang tahu. Taruh terpisah dulu.
ID-CTX-B-2900	Di sebelah gelas yang kosong?
ID-CTX-B-2901	Boleh, asal nggak tercampur lagi.
ID-CTX-B-1325	Pena biru yang kupakai tadi bocor.
ID-CTX-B-1326	Aku lupa nutup setelah nulis.
ID-CTX-B-1327	Tumpah ke kertas?
ID-CTX-B-1328	Sedikit di sudut, bukan di tulisannya.
ID-CTX-B-1329	Bentar, aku ambil tisu.
ID-CTX-B-1330	Jangan digosok, nanti melebar.
ID-CTX-B-1331	Aku tepuk pelan bagian yang basah.
ID-CTX-B-1332	Sudah. Noda kecil saja.
ID-CTX-B-1333	Penanya kutaruh di atas plastik.
ID-CTX-B-1334	Kalau bocor lagi, jangan dipakai.
ID-CTX-B-1335	Iya, ganti pena hitam dulu.
ID-CTX-B-1336	Kertasnya masih bisa dibaca.
ID-CTX-B-1337	Eh, tutup penanya di bawah buku.
ID-CTX-B-1338	Pantas tadi nggak ketemu.
ID-CTX-B-1339	Tutupnya sudah dipasang?
ID-CTX-B-1392	Air mineral yang kubeli tadi masih di tas?
ID-CTX-B-1393	Aku lupa keluarkan sebelum tas kutaruh.
ID-CTX-B-1394	Tas hitam yang dekat kursi?
ID-CTX-B-1395	Iya, bagian sampingnya.
ID-CTX-B-1396	Aku cek sendiri, bentar.
ID-CTX-B-1397	Nggak perlu terburu-buru.
ID-CTX-B-1398	Bagian samping kosong. Mungkin di kantong dalam.
ID-CTX-B-1399	Ketemu, tutupnya masih rapat.
ID-CTX-B-1400	Ternyata kuselipkan di balik map.
ID-CTX-B-1401	Untung mapnya nggak basah.
ID-CTX-B-1402	Iya, kalau bocor aku yang repot 😭
ID-CTX-B-1403	Botolnya kutaruh di lantai dulu.
ID-CTX-B-1404	Eh, ada botol kedua. Ini punyamu?
ID-CTX-B-1405	Yang segelnya sudah terbuka.
ID-CTX-B-1406	Punyaku labelnya biru. Lihat dulu.
ID-CTX-B-1407	Benar, yang kedua labelnya putih.
ID-CTX-B-1634	Sandal kiriku tadi di dekat tirai?
ID-CTX-B-1635	Coba lihat di belakang ujung kainnya.
ID-CTX-B-1636	Yang kanan ada, kirinya nggak kelihatan.
ID-CTX-B-1637	Oh, tersangkut kaki kursi.
ID-CTX-B-1638	Nah. Jangan lupa pasangannya.
ID-CTX-B-1192	Kabel earphone yang panjang kusut banget.
ID-CTX-B-1193	Aku gulung terlalu cepat tadi pagi.
ID-CTX-B-1194	Simpulnya di dekat colokan?
ID-CTX-B-1195	Bukan, di bagian tengah.
ID-CTX-B-1196	Aku bentangkan dulu di meja.
ID-CTX-B-1197	Jangan tarik dua ujung sekaligus.
ID-CTX-B-1198	Iya, kuurai dari satu sisi.
ID-CTX-B-1199	Sudah lepas simpul besarnya.
ID-CTX-B-1200	Masih ada lilitan kecil.
ID-CTX-B-1201	Yang itu nggak usah dipaksa.
ID-CTX-B-1202	Tanganku malah pegal sendiri 😭
ID-CTX-B-1203	Kutaruh dulu di meja, lanjut nanti.
ID-CTX-B-1204	Eh, setelah didiamkan kabelnya lebih gampang.
ID-CTX-B-1205	Lilitan kecilnya sudah terbuka.
ID-CTX-B-1206	Oke, gulung longgar kali ini.
ID-CTX-B-1431	Kaos kaki sebelah kiri nggak ada di tas.
ID-CTX-B-1432	Yang tadi kamu jemur dekat jendela?
ID-CTX-B-1433	Iya. Yang kanan sudah kuambil.
ID-CTX-B-1434	Oh, satunya masih di gantungan paling ujung.
ID-CTX-B-1435	Jangan ambil kalau masih lembap.
ID-CTX-B-1436	Kucek dulu. Bagian tumitnya belum kering.
ID-CTX-B-1259	Piring yang pinggirnya retak jangan dipakai ya.
ID-CTX-B-1260	Aku sempat taruh di atas meja tadi.
ID-CTX-B-1261	Retaknya dari kapan?
ID-CTX-B-1262	Baru kelihatan pas mau kucuci.
ID-CTX-B-1263	Aku pisahkan dari yang lain.
ID-CTX-B-1264	Jangan angkat dari sisi retaknya.
ID-CTX-B-1265	Iya, kupegang bawahnya.
ID-CTX-B-1266	Sudah kutaruh di tempat aman.
ID-CTX-B-1267	Ada piring lain yang bersih, kan?
ID-CTX-B-1268	Ada dua di rak bawah.
ID-CTX-B-1269	Yang satu baru dipakai tadi 😅
ID-CTX-B-1270	Aku ambil yang satunya.
ID-CTX-B-1271	Eh, sendok di meja milik Reza?
ID-CTX-B-1272	Aku nggak tahu, tanya dia saja.
ID-CTX-B-1273	Nanti. Piring retak ini dulu mau diapakan?
ID-CTX-B-1274	Biarkan terpisah sampai kita bisa buang aman.
ID-CTX-B-1501	Pintu lemari tadi bunyi waktu ditutup.
ID-CTX-B-1502	Ada barang mengganjal di bawah?
ID-CTX-B-1503	Nggak. Tapi gagangnya agak longgar.
ID-CTX-B-1504	Aku biarkan tertutup pelan dulu.
ID-CTX-B-1505	Oke, jangan dibanting.
