message_id	message_text
ID-CTX-B-2673	Ada plester satu lagi di kotak obat?
ID-CTX-B-2674	Ada. Jari kamu kenapa?
ID-CTX-B-2675	Kegesek tepi kardus, kecil kok.
ID-CTX-B-2676	Aku cuci dulu sebelum ditutup.
ID-CTX-B-2677	Sebentar, ada telepon masuk.
ID-CTX-B-2678	Aku angkat dulu, nanti kucari plesternya.
ID-CTX-B-2679	Di sisi kanan kotak, dekat kapas.
ID-CTX-B-2680	Sudah ketemu satu.
ID-CTX-B-2681	Yang ini ukurannya terlalu lebar ya?
ID-CTX-B-2682	Bisa dipotong sedikit kalau perlu.
ID-CTX-B-2683	Nggak usah, lukanya tertutup pas.
ID-CTX-B-2684	Tinggal buang bungkusnya.
ID-CTX-B-2685	Orang tadi nelpon lagi, tunggu.
ID-CTX-B-2686	Aku jawab dulu, jariku sudah aman.
ID-CTX-B-2687	Iya. Jangan lupa tutup kotak obat.
ID-CTX-B-2688	Sudah kututup.
ID-CTX-B-2689	Plester cadangan masih dua di dalam.
ID-CTX-B-2513	Tas kain yang ada garis merah kamu lihat?
ID-CTX-B-2514	Terakhir di sebelah kursi.
ID-CTX-B-2515	Di situ tinggal kantong belanja.
ID-CTX-B-2516	Aku cek dekat pintu dulu.
ID-CTX-B-2517	Oh, talinya kelihatan dari balik jaket.
ID-CTX-B-2518	Iya, tadi jaketnya kutaruh di kursi.
ID-CTX-B-2519	Ketemu. Isinya masih lengkap.
ID-CTX-B-2520	Bagus. Aku kira ketinggalan di luar.
ID-CTX-B-2540	Celana pendekku yang dijemur tadi sudah kering?
ID-CTX-B-2541	Aku lupa angkat sebelum keluar.
ID-CTX-B-2542	Yang warna cokelat muda?
ID-CTX-B-2543	Iya. Eh, mungkin masih lembap 😭
ID-CTX-B-2544	Tadi ada mendung, belum kulihat lagi.
ID-CTX-B-2545	Nanti kalau hujan tolong angkat, ya.
ID-CTX-B-2546	Aku baru ingat jemuran kecilnya di belakang.
ID-CTX-B-2547	Sebentar, aku cek dari jendela.
ID-CTX-B-2548	Masih di sana. Aku ke belakang dulu.
ID-CTX-B-2549	Bagian pinggangnya kering, ujungnya belum.
ID-CTX-B-2550	Gantung di dalam saja biar nggak kehujanan.
ID-CTX-B-2551	Ada tempat dekat kipas?
ID-CTX-B-2552	Ada, tapi jangan terlalu dekat baling-baling.
ID-CTX-B-2553	Iya, kutaruh di sandaran kursi.
ID-CTX-B-2554	Nanti aku pindahkan kalau sudah sampai.
ID-CTX-B-2555	Oke. Aku juga masih di jalan.
ID-CTX-B-2556	Makasih sudah ngecek.
ID-CTX-B-0027	Kipas yang di pojok boleh kupinjam?
ID-CTX-B-0028	Boleh, kabelnya jangan ditarik dari kepala colokan.
ID-CTX-B-0029	Siap. Gerah banget di sini.
ID-CTX-B-0030	Aku bawa ke meja sebentar.
ID-CTX-B-0031	Nanti kukembaliin sebelum pergi.
ID-CTX-B-0032	Oke, hati-hati kakinya agak goyang.
ID-CTX-B-0033	Eh, kipas kecilku ternyata ada di bawah kursi.
ID-CTX-B-0034	Jadi yang punyaku nggak dipakai?
ID-CTX-B-0035	Belum sempat kucolok 😭
ID-CTX-B-0036	Maaf, aku keburu panik nyari.
ID-CTX-B-0037	Nggak apa-apa. Dua-duanya taruh aman.
ID-CTX-B-0038	Iya, nanti jangan sampai ketendang.
ID-CTX-B-0039	Kipas kecilku bunyi kalau diputar ke kanan.
ID-CTX-B-0040	Kalau begitu jangan dipaksa muter.
ID-CTX-B-0041	Oke, kupakai diam menghadap meja.
