message_id	message_text
ID-CTX-B-1438	Ada, di samping tisu.
ID-CTX-B-1439	Aku mau rapikan rambut, habis kena angin.
ID-CTX-B-1440	Giginya masih utuh, kan?
ID-CTX-B-1441	Terakhir kulihat utuh.
ID-CTX-B-1442	Iya. Aku pakai sebentar.
ID-CTX-B-1443	Rambutku nyangkut di karet tadi.
ID-CTX-B-1444	Sisirnya kutaruh balik dekat tisu.
ID-CTX-B-1445	Oke, kelihatan dari sini.
ID-CTX-B-1446	Aku mau cari jepit kecil sekarang.
ID-CTX-B-1447	Ternyata ada di kantong jaket 😅
ID-CTX-B-1448	Cepat juga ketemunya.
ID-CTX-B-1449	Iya, kali ini nggak perlu bongkar tas.
ID-CTX-B-1240	Lap kecil yang kamu gantung di kursi boleh kupakai?
ID-CTX-B-1241	Buat apa? Masih kering itu.
ID-CTX-B-1242	Ada tetes air di dekat gelas.
ID-CTX-B-1243	Aku nggak mau kertas di situ basah.
ID-CTX-B-1244	Ya, ambil. Pindahkan kertasnya dulu.
ID-CTX-B-1245	Sudah. Lapnya kecil banget rupanya.
ID-CTX-B-1246	Cukup, cuma beberapa tetes.
ID-CTX-B-1247	Aku peras di wastafel lalu gantung.
ID-CTX-B-1248	Jangan persis di kursi kalau masih basah.
ID-CTX-B-1249	Kucari tempat lain.
ID-CTX-B-1250	Ada gantungan kosong dekat jendela.
ID-CTX-B-1251	Iya, di situ saja.
ID-CTX-B-1304	Biskuit di kaleng ini masih renyah?
ID-CTX-B-1305	Aku belum buka kalengnya hari ini.
ID-CTX-B-1306	Aku ambil satu dulu.
ID-CTX-B-1307	Masih enak. Ada remah di dasar.
ID-CTX-B-1308	Tutup rapat lagi setelah ambil.
ID-CTX-B-1309	Iya. Karet tutupnya agak longgar.
ID-CTX-B-1310	Kalengnya jangan dibawa miring dulu.
ID-CTX-B-1311	Aku taruh di meja, bukan di tas.
ID-CTX-B-1312	Bagus. Yang lain mau juga?
ID-CTX-B-1313	Belum kutanya. Aku keluar sebentar.
ID-CTX-B-1314	Ternyata cuma aku yang lapar 😅
ID-CTX-B-1315	Sisakan buat nanti.
ID-CTX-B-1316	Masih banyak. Aku tutup lagi.
ID-DST-0709	Nama Wi-Fi di warung tadi 'KopiDuluBaruNanya'.
ID-DST-0710	Serius itu namanya?
ID-DST-0711	Iya. Kupikir iklan di dinding.
ID-DST-0712	Penjualnya cuma senyum pas kutanya.
ID-DST-0713	Besok kamu pasti cari tulisannya lagi 😂
ID-CTX-B-0089	Sabun batang yang baru kayaknya ketinggalan.
ID-CTX-B-0090	Tadi kubawa sampai meja cuci.
ID-CTX-B-0091	Sudah lihat dekat keran?
ID-CTX-B-0092	Nggak ada. Ada bungkusnya saja.
ID-CTX-B-0093	Coba kantong kain yang kamu bawa.
ID-CTX-B-0094	Kantong itu masih basah 😭
ID-CTX-B-0095	Aku cek pelan, takut jatuh lagi.
ID-CTX-B-0096	Oh, ada. Terselip di lipatan bawah.
ID-CTX-B-0097	Berarti belum hilang.
ID-CTX-B-0098	Belum. Bungkusnya cuma kusut.
ID-CTX-B-0099	Taruh di tempat kering dulu.
