message_id	message_text
ID-CTX-B-1518	Jam dindingnya mati lagi.
ID-CTX-B-1519	Baterai yang kemarin belum diganti?
ID-CTX-B-1520	Sudah, tapi rupanya baterai lama kupasang lagi.
ID-CTX-B-1521	Dua-duanya kutaruh bersebelahan 😐
ID-CTX-B-1522	Pisahkan yang habis sekarang.
ID-CTX-B-1523	Iya, kutandai pakai selotip.
ID-CTX-B-1524	Jarum detiknya jalan lagi. Beres.
ID-CTX-B-1034	Mug putihku masih di meja kamu?
ID-CTX-B-1035	Baru ingat tadi kupakai buat kopi.
ID-CTX-B-1036	Aku belum lihat, meja sebelah mana?
ID-CTX-B-1037	Dekat jendela. Gagangnya menghadap luar.
ID-CTX-B-1038	Jangan sampai kukira punya orang lain.
ID-CTX-B-1039	Ada dua mug putih di sini. Yang ada garis tipis?
ID-CTX-B-1040	Iya, garis di bawahnya hampir pudar.
ID-CTX-B-1041	Ketemu. Isinya tinggal setetes.
ID-CTX-B-1042	Eh, kopi pagiku ternyata nggak habis 😭
ID-CTX-B-1043	Aku cuci saja sekarang?
ID-CTX-B-1044	Boleh, makasih. Kertas di sebelahnya jangan kena air.
ID-CTX-B-1045	Sudah kupindahkan kertasnya.
ID-CTX-B-1046	Mugnya ditaruh balik di mana?
ID-CTX-B-1047	Di rak paling bawah aja, nanti kuambil.
ID-CTX-B-1048	Ada cangkir bening di situ juga.
ID-CTX-B-1049	Letakkan di sebelahnya. Jangan ditumpuk.
ID-CTX-B-2984	Kipas mejanya bunyi ketuk-ketuk.
ID-CTX-B-2985	Bunyinya dari baling-baling?
ID-CTX-B-2986	Aku matikan dulu. Ada kertas nyelip di belakang.
ID-CTX-B-2987	Kertas catatan yang tadi kutaruh dekat situ.
ID-CTX-B-2988	Jangan nyalakan kalau kertasnya masih masuk.
ID-CTX-B-2989	Sudah kutarik setelah kipas berhenti.
ID-CTX-B-2990	Tepi kertasnya jadi keriting.
ID-CTX-B-2991	Tapi tulisannya masih kebaca.
ID-CTX-B-2992	Kipasnya sekarang tenang?
ID-CTX-B-2993	Iya, cuma aku jadi takut taruh kertas di situ.
ID-CTX-B-2994	Jauhkan saja dari anginnya.
ID-CTX-B-2995	Aku pindah catatan ke dalam buku.
ID-CTX-B-2996	Besok perlu dibawa, jangan lupa.
ID-CTX-B-2997	Kutulis pengingat di sampulnya.
ID-DST-0701	Topi warna neon tadi bikin aku menoleh dua kali.
ID-DST-0702	Yang di rak depan warung?
ID-DST-0703	Iya. Aku kira ada lampu menyala.
ID-DST-0704	Padahal cuma kena matahari dari jendela.
ID-DST-0705	Kamu sampai masuk warungnya?
ID-DST-0706	Nggak. Aku cuma lewat 😭
ID-DST-0707	Kalau dipakai, orang bisa lihat kamu dari jauh.
ID-DST-0708	Itu alasan bagus buat nggak beli.
ID-CTX-B-3095	Aku nemu charger cadangan dalam kotak.
ID-CTX-B-3096	Kabelnya masih utuh?
ID-CTX-B-3097	Iya, cuma aku lupa ini buat HP siapa.
ID-CTX-B-3098	Kepalanya beda sama punyaku.
ID-CTX-B-3099	Jangan colok asal, lihat jenisnya dulu.
ID-CTX-B-3100	Ada tulisan kecil, tapi susah dibaca.
ID-CTX-B-3101	Aku foto dan kirim nanti.
ID-CTX-B-3102	Oke. Aku sudah makan, jadi bisa lihat sebentar.
ID-CTX-B-3103	Lho, aku belum nanya soal makan 😂
ID-CTX-B-3104	Tadi kamu tanya kemarin. Aku baru ingat.
ID-CTX-B-3105	Ya ampun, telat sehari.
ID-CTX-B-3106	Fotonya kukirim sekarang, tulisan dekat ujung.
ID-CTX-B-3107	Terbaca sebagian. Kayaknya milik Reza.
ID-CTX-B-3108	Aku tanya dia dulu sebelum disimpan.
ID-CTX-B-3109	Oke, taruh di kotaknya lagi sementara.
ID-CTX-B-2801	Charger cadangan yang kabelnya pendek ada di kamu?
ID-CTX-B-2802	Nggak. Kamu terakhir pakai di mana?
ID-CTX-B-2803	Di meja kecil. Kemarin kukira kubawa.
ID-CTX-B-2804	Aku cek dulu bagian bawahnya.
ID-CTX-B-2805	Eh, kabel hitam ini punya siapa ya?
ID-CTX-B-2806	Lihat ujungnya, jangan cuma warnanya.
ID-CTX-B-2807	Yang kucari ujungnya pipih.
ID-CTX-B-2808	Ketemu di samping buku. Ketutup sampul.
ID-CTX-B-2809	Nggak kulihat tadi karena buku itu tebal.
ID-CTX-B-2810	Sekarang jangan taruh di situ lagi.
ID-CTX-B-2811	Aku ikat kabelnya pakai pengikat kecil.
ID-CTX-B-2812	Yang cadangan atau yang biasa?
ID-CTX-B-2813	Cadangan. Yang biasa sudah di tas.
ID-CTX-B-2814	Oke, berarti keduanya ada.
ID-CTX-B-2815	Iya. Baterai HP belum mau kuisi sekarang.
ID-CTX-B-2816	Simpan dekat tas saja dulu.
ID-CTX-B-2817	Sudah. Nanti kalau butuh gampang dicari.
